Pokedex Number,Base Pokemon,Variant Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Mega,Paradox,Legendary,Pseudo-legendary,Ultrabeast,Regional Form,Mythical,img_name
555,Darmanitan,Darmanitan Standard Mode,Fire,,480,105,140,55,30,55,95,5,False,False,False,False,False,False,False,0555_Darmanitan Standard Mode.png
555,Darmanitan,Darmanitan Galarian Standard Mode,Ice,,480,105,140,55,30,55,95,5,False,False,False,False,False,True,False,0555_Darmanitan Galarian Standard Mode.png
555,Darmanitan,Darmanitan Zen Mode,Fire,Psychic,540,105,30,105,140,105,55,5,False,False,False,False,False,False,False,0555_Darmanitan Zen Mode.png
555,Darmanitan,Darmanitan Galarian Zen Mode,Ice,Fire,540,105,160,55,30,55,135,5,False,False,False,False,False,True,False,0555_Darmanitan Galarian Zen Mode.png
556,Maractus,Maractus,Grass,,461,75,86,67,106,67,60,5,False,False,False,False,False,False,False,0556_Maractus.png
557,Dwebble,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,False,False,False,False,False,False,0557_Dwebble.png
558,Crustle,Crustle,Bug,Rock,485,70,105,125,65,75,45,5,False,False,False,False,False,False,False,0558_Crustle.png
559,Scraggy,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,False,False,False,False,False,False,0559_Scraggy.png
560,Scrafty,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,False,False,False,False,False,False,0560_Scrafty.png
561,Sigilyph,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,False,False,False,False,False,False,0561_Sigilyph.png
562,Yamask,Yamask,Ghost,,303,38,30,85,55,65,30,5,False,False,False,False,False,False,False,0562_Yamask.png
562,Yamask,Galarian Yamask,Ground,Ghost,303,38,55,85,30,65,30,5,False,False,False,False,False,True,False,0562_Galarian Yamask.png
563,Cofagrigus,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,False,False,False,False,False,False,False,0563_Cofagrigus.png
564,Tirtouga,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,False,False,False,False,False,False,0564_Tirtouga.png
565,Carracosta,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,False,False,False,False,False,False,0565_Carracosta.png
566,Archen,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,False,False,False,False,False,False,0566_Archen.png
567,Archeops,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,False,False,False,False,False,False,0567_Archeops.png
568,Trubbish,Trubbish,Poison,,329,50,50,62,40,62,65,5,False,False,False,False,False,False,False,0568_Trubbish.png
569,Garbodor,Garbodor,Poison,,474,80,95,82,60,82,75,5,False,False,False,False,False,False,False,0569_Garbodor.png
570,Zorua,Zorua,Dark,,330,40,65,40,80,40,65,5,False,False,False,False,False,False,False,0570_Zorua.png
570,Zorua,Hisuian Zorua,Normal,Ghost,330,35,60,40,85,40,70,5,False,False,False,False,False,True,False,0570_Hisuian Zorua.png
571,Zoroark,Zoroark,Dark,,510,60,105,60,120,60,105,5,False,False,False,False,False,False,False,0571_Zoroark.png
571,Zoroark,Hisuian Zoroark,Normal,Ghost,510,55,100,60,125,60,110,5,False,False,False,False,False,True,False,0571_Hisuian Zoroark.png
572,Minccino,Minccino,Normal,,300,55,50,40,40,40,75,5,False,False,False,False,False,False,False,0572_Minccino.png
573,Cinccino,Cinccino,Normal,,470,75,95,60,65,60,115,5,False,False,False,False,False,False,False,0573_Cinccino.png
574,Gothita,Gothita,Psychic,,290,45,30,50,55,65,45,5,False,False,False,False,False,False,False,0574_Gothita.png
575,Gothorita,Gothorita,Psychic,,390,60,45,70,75,85,55,5,False,False,False,False,False,False,False,0575_Gothorita.png
576,Gothitelle,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,False,False,False,False,False,False,False,0576_Gothitelle.png
577,Solosis,Solosis,Psychic,,290,45,30,40,105,50,20,5,False,False,False,False,False,False,False,0577_Solosis.png
578,Duosion,Duosion,Psychic,,370,65,40,50,125,60,30,5,False,False,False,False,False,False,False,0578_Duosion.png
579,Reuniclus,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,False,False,False,False,False,False,False,0579_Reuniclus.png
580,Ducklett,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,False,False,False,False,False,False,0580_Ducklett.png
581,Swanna,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,False,False,False,False,False,False,0581_Swanna.png
582,Vanillite,Vanillite,Ice,,305,36,50,50,65,60,44,5,False,False,False,False,False,False,False,0582_Vanillite.png
583,Vanillish,Vanillish,Ice,,395,51,65,65,80,75,59,5,False,False,False,False,False,False,False,0583_Vanillish.png
584,Vanilluxe,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,False,False,False,False,False,False,False,0584_Vanilluxe.png
585,Deerling,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,False,False,False,False,False,False,0585_Deerling.png
586,Sawsbuck,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,False,False,False,False,False,False,0586_Sawsbuck.png
587,Emolga,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,False,False,False,False,False,False,0587_Emolga.png
588,Karrablast,Karrablast,Bug,,315,50,75,45,40,45,60,5,False,False,False,False,False,False,False,0588_Karrablast.png
589,Escavalier,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,False,False,False,False,False,False,0589_Escavalier.png
590,Foongus,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,False,False,False,False,False,False,0590_Foongus.png
591,Amoonguss,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,False,False,False,False,False,False,0591_Amoonguss.png
592,Frillish,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,False,False,False,False,False,False,0592_Frillish.png
593,Jellicent,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,False,False,False,False,False,False,0593_Jellicent.png
594,Alomomola,Alomomola,Water,,470,165,75,80,40,45,65,5,False,False,False,False,False,False,False,0594_Alomomola.png
595,Joltik,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,False,False,False,False,False,False,0595_Joltik.png
596,Galvantula,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,False,False,False,False,False,False,0596_Galvantula.png
597,Ferroseed,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,False,False,False,False,False,False,0597_Ferroseed.png
598,Ferrothorn,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,False,False,False,False,False,False,0598_Ferrothorn.png
599,Klink,Klink,Steel,,300,40,55,70,45,60,30,5,False,False,False,False,False,False,False,0599_Klink.png
600,Klang,Klang,Steel,,440,60,80,95,70,85,50,5,False,False,False,False,False,False,False,0600_Klang.png
601,Klinklang,Klinklang,Steel,,520,60,100,115,70,85,90,5,False,False,False,False,False,False,False,0601_Klinklang.png
602,Tynamo,Tynamo,Electric,,275,35,55,40,45,40,60,5,False,False,False,False,False,False,False,0602_Tynamo.png
603,Eelektrik,Eelektrik,Electric,,405,65,85,70,75,70,40,5,False,False,False,False,False,False,False,0603_Eelektrik.png
604,Eelektross,Eelektross,Electric,,515,85,115,80,105,80,50,5,False,False,False,False,False,False,False,0604_Eelektross.png
605,Elgyem,Elgyem,Psychic,,335,55,55,55,85,55,30,5,False,False,False,False,False,False,False,0605_Elgyem.png
606,Beheeyem,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,False,False,False,False,False,False,False,0606_Beheeyem.png
607,Litwick,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,False,False,False,False,False,False,0607_Litwick.png
608,Lampent,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,False,False,False,False,False,False,0608_Lampent.png
609,Chandelure,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,False,False,False,False,False,False,0609_Chandelure.png
610,Axew,Axew,Dragon,,320,46,87,60,30,40,57,5,False,False,False,False,False,False,False,0610_Axew.png
611,Fraxure,Fraxure,Dragon,,410,66,117,70,40,50,67,5,False,False,False,False,False,False,False,0611_Fraxure.png
612,Haxorus,Haxorus,Dragon,,540,76,147,90,60,70,97,5,False,False,False,False,False,False,False,0612_Haxorus.png
613,Cubchoo,Cubchoo,Ice,,305,55,70,40,60,40,40,5,False,False,False,False,False,False,False,0613_Cubchoo.png
614,Beartic,Beartic,Ice,,505,95,130,80,70,80,50,5,False,False,False,False,False,False,False,0614_Beartic.png
615,Cryogonal,Cryogonal,Ice,,515,80,50,50,95,135,105,5,False,False,False,False,False,False,False,0615_Cryogonal.png
616,Shelmet,Shelmet,Bug,,305,50,40,85,40,65,25,5,False,False,False,False,False,False,False,0616_Shelmet.png
617,Accelgor,Accelgor,Bug,,495,80,70,40,100,60,145,5,False,False,False,False,False,False,False,0617_Accelgor.png
618,Stunfisk,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,False,False,False,False,False,False,0618_Stunfisk.png
618,Stunfisk,Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,5,False,False,False,False,False,True,False,0618_Galarian Stunfisk.png
619,Mienfoo,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,False,False,False,False,False,False,False,0619_Mienfoo.png
620,Mienshao,Mienshao,Fighting,,510,65,125,60,95,60,105,5,False,False,False,False,False,False,False,0620_Mienshao.png
621,Druddigon,Druddigon,Dragon,,485,77,120,90,60,90,48,5,False,False,False,False,False,False,False,0621_Druddigon.png
622,Golett,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,False,False,False,False,False,False,0622_Golett.png
623,Golurk,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,False,False,False,False,False,False,0623_Golurk.png
624,Pawniard,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,False,False,False,False,False,False,0624_Pawniard.png
625,Bisharp,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,False,False,False,False,False,False,0625_Bisharp.png
626,Bouffalant,Bouffalant,Normal,,490,95,110,95,40,95,55,5,False,False,False,False,False,False,False,0626_Bouffalant.png
627,Rufflet,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,False,False,False,False,False,False,0627_Rufflet.png
628,Braviary,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,False,False,False,False,False,False,0628_Braviary.png
628,Braviary,Hisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65,5,False,False,False,False,False,True,False,0628_Hisuian Braviary.png
629,Vullaby,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,False,False,False,False,False,False,0629_Vullaby.png
630,Mandibuzz,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,False,False,False,False,False,False,0630_Mandibuzz.png
631,Heatmor,Heatmor,Fire,,484,85,97,66,105,66,65,5,False,False,False,False,False,False,False,0631_Heatmor.png
632,Durant,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,False,False,False,False,False,False,0632_Durant.png
633,Deino,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,False,False,False,False,False,False,0633_Deino.png
634,Zweilous,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,False,False,False,False,False,False,0634_Zweilous.png
635,Hydreigon,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,False,False,True,False,False,False,0635_Hydreigon.png
636,Larvesta,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,False,False,False,False,False,False,0636_Larvesta.png
637,Volcarona,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,False,False,False,False,False,False,0637_Volcarona.png
638,Cobalion,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,False,False,True,False,False,False,False,0638_Cobalion.png
639,Terrakion,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,False,False,True,False,False,False,False,0639_Terrakion.png
640,Virizion,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,False,False,True,False,False,False,False,0640_Virizion.png
641,Tornadus,Tornadus Incarnate Forme,Flying,,580,79,115,70,125,80,111,5,False,False,True,False,False,False,False,0641_Tornadus Incarnate Forme.png
641,Tornadus,Tornadus Therian Forme,Flying,,580,79,100,80,110,90,121,5,False,False,True,False,False,False,False,0641_Tornadus Therian Forme.png
642,Thundurus,Thundurus Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,False,False,True,False,False,False,False,0642_Thundurus Incarnate Forme.png
642,Thundurus,Thundurus Therian Forme,Electric,Flying,580,79,105,70,145,80,101,5,False,False,True,False,False,False,False,0642_Thundurus Therian Forme.png
643,Reshiram,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,False,False,True,False,False,False,False,0643_Reshiram.png
644,Zekrom,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,False,False,True,False,False,False,False,0644_Zekrom.png
645,Landorus,Landorus Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,False,False,True,False,False,False,False,0645_Landorus Incarnate Forme.png
645,Landorus,Landorus Therian Forme,Ground,Flying,600,89,145,90,105,80,91,5,False,False,True,False,False,False,False,0645_Landorus Therian Forme.png
646,Kyurem,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,False,False,True,False,False,False,False,0646_Kyurem.png
646,Kyurem,White Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,False,False,True,False,False,False,False,0646_White Kyurem.png
646,Kyurem,Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,False,False,True,False,False,False,False,0646_Black Kyurem.png
647,Keldeo,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,False,False,False,False,False,False,True,0647_Keldeo.png
648,Meloetta,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,False,False,False,False,False,False,True,0648_Meloetta Aria Forme.png
648,Meloetta,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,False,False,False,False,False,False,True,0648_Meloetta Pirouette Forme.png
649,Genesect,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,False,False,False,False,False,True,0649_Genesect.png
650,Chespin,Chespin,Grass,,313,56,61,65,48,45,38,6,False,False,False,False,False,False,False,0650_Chespin.png
651,Quilladin,Quilladin,Grass,,405,61,78,95,56,58,57,6,False,False,False,False,False,False,False,0651_Quilladin.png
652,Chesnaught,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,False,False,False,False,False,False,0652_Chesnaught.png
653,Fennekin,Fennekin,Fire,,307,40,45,40,62,60,60,6,False,False,False,False,False,False,False,0653_Fennekin.png
654,Braixen,Braixen,Fire,,409,59,59,58,90,70,73,6,False,False,False,False,False,False,False,0654_Braixen.png
655,Delphox,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,False,False,False,False,False,False,0655_Delphox.png
656,Froakie,Froakie,Water,,314,41,56,40,62,44,71,6,False,False,False,False,False,False,False,0656_Froakie.png
657,Frogadier,Frogadier,Water,,405,54,63,52,83,56,97,6,False,False,False,False,False,False,False,0657_Frogadier.png
658,Greninja,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,False,False,False,False,False,False,0658_Greninja.png
658,Greninja,Ash-Greninja,Water,Dark,640,72,145,67,153,71,132,6,False,False,False,False,False,False,False,0658_Ash-Greninja.png
659,Bunnelby,Bunnelby,Normal,,237,38,36,38,32,36,57,6,False,False,False,False,False,False,False,0659_Bunnelby.png
660,Diggersby,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,False,False,False,False,False,False,0660_Diggersby.png
661,Fletchling,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,False,False,False,False,False,False,0661_Fletchling.png
662,Fletchinder,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,False,False,False,False,False,False,0662_Fletchinder.png
663,Talonflame,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,False,False,False,False,False,False,0663_Talonflame.png
664,Scatterbug,Scatterbug,Bug,,200,38,35,40,27,25,35,6,False,False,False,False,False,False,False,0664_Scatterbug.png
665,Spewpa,Spewpa,Bug,,213,45,22,60,27,30,29,6,False,False,False,False,False,False,False,0665_Spewpa.png
666,Vivillon,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,False,False,False,False,False,False,0666_Vivillon.png
667,Litleo,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,False,False,False,False,False,False,0667_Litleo.png
668,Pyroar,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,False,False,False,False,False,False,0668_Pyroar.png
669,Flabébé,Flabébé,Fairy,,303,44,38,39,61,79,42,6,False,False,False,False,False,False,False,0669_Flabébé.png
670,Floette,Floette,Fairy,,371,54,45,47,75,98,52,6,False,False,False,False,False,False,False,0670_Floette.png
671,Florges,Florges,Fairy,,552,78,65,68,112,154,75,6,False,False,False,False,False,False,False,0671_Florges.png
672,Skiddo,Skiddo,Grass,,350,66,65,48,62,57,52,6,False,False,False,False,False,False,False,0672_Skiddo.png
673,Gogoat,Gogoat,Grass,,531,123,100,62,97,81,68,6,False,False,False,False,False,False,False,0673_Gogoat.png
674,Pancham,Pancham,Fighting,,348,67,82,62,46,48,43,6,False,False,False,False,False,False,False,0674_Pancham.png
675,Pangoro,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,False,False,False,False,False,False,0675_Pangoro.png
676,Furfrou,Furfrou,Normal,,472,75,80,60,65,90,102,6,False,False,False,False,False,False,False,0676_Furfrou.png
677,Espurr,Espurr,Psychic,,355,62,48,54,63,60,68,6,False,False,False,False,False,False,False,0677_Espurr.png
678,Meowstic,Meowstic,Psychic,,466,74,48,76,83,81,104,6,False,False,False,False,False,False,False,0678_Meowstic.png
679,Honedge,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,False,False,False,False,False,False,0679_Honedge.png
680,Doublade,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,False,False,False,False,False,False,0680_Doublade.png
681,Aegislash,Aegislash Shield Forme,Steel,Ghost,500,60,50,140,50,140,60,6,False,False,False,False,False,False,False,681_Aegislash Shield Forme.png
681,Aegislash,Aegislash Blade Forme,Steel,Ghost,500,60,140,50,140,50,60,6,False,False,False,False,False,False,False,681_Aegislash Blade Forme.png
682,Spritzee,Spritzee,Fairy,,341,78,52,60,63,65,23,6,False,False,False,False,False,False,False,0682_Spritzee.png
683,Aromatisse,Aromatisse,Fairy,,462,101,72,72,99,89,29,6,False,False,False,False,False,False,False,0683_Aromatisse.png
684,Swirlix,Swirlix,Fairy,,341,62,48,66,59,57,49,6,False,False,False,False,False,False,False,0684_Swirlix.png
685,Slurpuff,Slurpuff,Fairy,,480,82,80,86,85,75,72,6,False,False,False,False,False,False,False,0685_Slurpuff.png
686,Inkay,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,False,False,False,False,False,False,0686_Inkay.png
687,Malamar,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,False,False,False,False,False,False,0687_Malamar.png
688,Binacle,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,False,False,False,False,False,False,0688_Binacle.png
689,Barbaracle,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,False,False,False,False,False,False,0689_Barbaracle.png
690,Skrelp,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,False,False,False,False,False,False,0690_Skrelp.png
691,Dragalge,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,False,False,False,False,False,False,0691_Dragalge.png
692,Clauncher,Clauncher,Water,,330,50,53,62,58,63,44,6,False,False,False,False,False,False,False,0692_Clauncher.png
693,Clawitzer,Clawitzer,Water,,500,71,73,88,120,89,59,6,False,False,False,False,False,False,False,0693_Clawitzer.png
694,Helioptile,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,False,False,False,False,False,False,0694_Helioptile.png
695,Heliolisk,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,False,False,False,False,False,False,0695_Heliolisk.png
696,Tyrunt,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False,False,False,False,False,False,False,0696_Tyrunt.png
697,Tyrantrum,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,False,False,False,False,False,False,False,0697_Tyrantrum.png
698,Amaura,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False,False,False,False,False,False,False,0698_Amaura.png
699,Aurorus,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,False,False,False,False,False,False,False,0699_Aurorus.png
700,Sylveon,Sylveon,Fairy,,525,95,65,65,110,130,60,6,False,False,False,False,False,False,False,0700_Sylveon.png
701,Hawlucha,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,False,False,False,False,False,False,False,0701_Hawlucha.png
702,Dedenne,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,False,False,False,False,False,False,False,0702_Dedenne.png
703,Carbink,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,False,False,False,False,False,False,False,0703_Carbink.png
704,Goomy,Goomy,Dragon,,300,45,50,35,55,75,40,6,False,False,False,False,False,False,False,0704_Goomy.png
705,Sliggoo,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,False,False,False,False,False,False,False,0705_Sliggoo.png
705,Sliggoo,Hisuian Sliggoo,Steel,Dragon,452,58,75,83,83,113,40,6,False,False,False,False,False,True,False,0705_Hisuian Sliggoo.png
706,Goodra,Goodra,Dragon,,600,90,100,70,110,150,80,6,False,False,False,True,False,False,False,0706_Goodra.png
706,Goodra,Hisuian Goodra,Steel,Dragon,600,80,100,100,110,150,60,6,False,False,False,True,False,True,False,0706_Hisuian Goodra.png
707,Klefki,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,False,False,False,False,False,False,False,0707_Klefki.png
708,Phantump,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False,False,False,False,False,False,False,0708_Phantump.png
709,Trevenant,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,False,False,False,False,False,False,False,0709_Trevenant.png
710,Pumpkaboo,Pumpkaboo Average Size,Ghost,Grass,335,49,66,70,44,55,51,6,False,False,False,False,False,False,False,0710_Pumpkaboo Super Size.png
710,Pumpkaboo,Pumpkaboo Small Size,Ghost,Grass,335,44,66,70,44,55,56,6,False,False,False,False,False,False,False,0710_Pumpkaboo Super Size.png
710,Pumpkaboo,Pumpkaboo Large Size,Ghost,Grass,335,54,66,70,44,55,46,6,False,False,False,False,False,False,False,0710_Pumpkaboo Super Size.png
710,Pumpkaboo,Pumpkaboo Super Size,Ghost,Grass,335,59,66,70,44,55,41,6,False,False,False,False,False,False,False,0710_Pumpkaboo Super Size.png
711,Gourgeist,Gourgeist Average Size,Ghost,Grass,494,65,90,122,58,75,84,6,False,False,False,False,False,False,False,0711_Gourgeist Super Size.png
711,Gourgeist,Gourgeist Small Size,Ghost,Grass,494,55,85,122,58,75,99,6,False,False,False,False,False,False,False,0711_Gourgeist Super Size.png
711,Gourgeist,Gourgeist Large Size,Ghost,Grass,494,75,95,122,58,75,69,6,False,False,False,False,False,False,False,0711_Gourgeist Super Size.png
711,Gourgeist,Gourgeist Super Size,Ghost,Grass,494,85,100,122,58,75,54,6,False,False,False,False,False,False,False,0711_Gourgeist Super Size.png
712,Bergmite,Bergmite,Ice,,304,55,69,85,32,35,28,6,False,False,False,False,False,False,False,0712_Bergmite.png
713,Avalugg,Avalugg,Ice,,514,95,117,184,44,46,28,6,False,False,False,False,False,False,False,0713_Avalugg.png
713,Avalugg,Hisuian Avalugg,Ice,Rock,514,95,127,184,34,36,38,6,False,False,False,False,False,True,False,0713_Hisuian Avalugg.png
714,Noibat,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,False,False,False,False,False,False,False,0714_Noibat.png
715,Noivern,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,False,False,False,False,False,False,False,0715_Noivern.png
716,Xerneas,Xerneas,Fairy,,680,126,131,95,131,98,99,6,False,False,True,False,False,False,False,0716_Xerneas.png
717,Yveltal,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,False,False,True,False,False,False,False,0717_Yveltal.png
718,Zygarde,Zygarde 10% Forme,Dragon,Ground,486,54,100,71,61,85,115,6,False,False,True,False,False,False,False,0718_Zygarde 10 Forme.png
718,Zygarde,Zygarde 50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,False,False,True,False,False,False,False,0718_Zygarde 50 Forme.png
718,Zygarde,Zygarde Complete Forme,Dragon,Ground,708,216,100,121,91,95,85,6,False,False,True,False,False,False,False,0718_Zygarde Complete Forme.png
719,Diancie,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,False,False,False,False,False,False,True,0719_Diancie.png
719,Diancie,Mega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,True,False,False,False,False,False,True,0719_Mega Diancie.png
720,Hoopa,Hoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,False,False,False,False,False,False,True,0720_Hoopa Confined.png
720,Hoopa,Hoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,False,False,False,False,False,False,True,0720_Hoopa Unbound.png
721,Volcanion,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,False,False,False,False,False,False,True,0721_Volcanion.png
722,Rowlet,Rowlet,Grass,Flying,320,68,55,55,50,50,42,7,False,False,False,False,False,False,False,0722_Rowlet.png
723,Dartrix,Dartrix,Grass,Flying,420,78,75,75,70,70,52,7,False,False,False,False,False,False,False,0723_Dartrix.png
724,Decidueye,Decidueye,Grass,Ghost,530,78,107,75,100,100,70,7,False,False,False,False,False,False,False,0724_Decidueye.png
724,Decidueye,Hisuian Decidueye,Grass,Fighting,530,88,112,80,95,95,60,7,False,False,False,False,False,True,False,0724_Hisuian Decidueye.png
725,Litten,Litten,Fire,,320,45,65,40,60,40,70,7,False,False,False,False,False,False,False,0725_Litten.png
726,Torracat,Torracat,Fire,,420,65,85,50,80,50,90,7,False,False,False,False,False,False,False,0726_Torracat.png
727,Incineroar,Incineroar,Fire,Dark,530,95,115,90,80,90,60,7,False,False,False,False,False,False,False,0727_Incineroar.png
728,Popplio,Popplio,Water,,320,50,54,54,66,56,40,7,False,False,False,False,False,False,False,0728_Popplio.png
729,Brionne,Brionne,Water,,420,60,69,69,91,81,50,7,False,False,False,False,False,False,False,0729_Brionne.png
730,Primarina,Primarina,Water,Fairy,530,80,74,74,126,116,60,7,False,False,False,False,False,False,False,0730_Primarina.png
731,Pikipek,Pikipek,Normal,Flying,265,35,75,30,30,30,65,7,False,False,False,False,False,False,False,0731_Pikipek.png
732,Trumbeak,Trumbeak,Normal,Flying,355,55,85,50,40,50,75,7,False,False,False,False,False,False,False,0732_Trumbeak.png
733,Toucannon,Toucannon,Normal,Flying,485,80,120,75,75,75,60,7,False,False,False,False,False,False,False,0733_Toucannon.png
734,Yungoos,Yungoos,Normal,,253,48,70,30,30,30,45,7,False,False,False,False,False,False,False,0734_Yungoos.png
735,Gumshoos,Gumshoos,Normal,,418,88,110,60,55,60,45,7,False,False,False,False,False,False,False,0735_Gumshoos.png
736,Grubbin,Grubbin,Bug,,300,47,62,45,55,45,46,7,False,False,False,False,False,False,False,0736_Grubbin.png
737,Charjabug,Charjabug,Bug,Electric,400,57,82,95,55,75,36,7,False,False,False,False,False,False,False,0737_Charjabug.png
738,Vikavolt,Vikavolt,Bug,Electric,500,77,70,90,145,75,43,7,False,False,False,False,False,False,False,0738_Vikavolt.png
739,Crabrawler,Crabrawler,Fighting,,338,47,82,57,42,47,63,7,False,False,False,False,False,False,False,0739_Crabrawler.png
740,Crabominable,Crabominable,Fighting,Ice,478,97,132,77,62,67,43,7,False,False,False,False,False,False,False,0740_Crabominable.png
